gene_ID	RE_sample_size	RE_beta	RE_SE	RE_Z	RE_metaP	RE_I2	RE_H2	RE_Q_val	RE_Q_pval	RE_metaP_FDR	Chromosome	Gene_Start	Gene_End	Chromosome_type
ENSG00000266145.1	2	-0.0208553768091402	0.12924262581296	-0.161366087062654	0.871805075202518	37.5259986565546	1.600665842584	1.600665842584	0.205808876657884	0.977297693363729	18	14222008	14222331	Autosomal
ENSG00000266208.1	3	0.0144185698678179	0.0551100555972045	0.261632286731884	0.793604949600967	0.00730661606147293	1.00007307149967	1.82935089101282	0.400646636658189	0.960866855141145	17	40360655	40364693	Autosomal
ENSG00000266235.1	2	0.0181160999295081	0.1041305800646	0.173974829663576	0.861885243569457	0	1	0.00519151348261657	0.942560399540824	0.975579821059541	16	543277	543366	Autosomal
ENSG00000266236.1	2	-0.00446963062803557	0.0652422445979537	-0.0685082289179204	0.945381069738794	0	1	0.00611128062498755	0.937689102636896	0.991433411478324	17	82482098	82483388	Autosomal
ENSG00000266248.1	6	0.00810020419321353	0.0388401846648358	0.208552154504742	0.834797864336529	0.00790060672296255	1.00007901230968	5.95356000913386	0.31076399636502	0.969034810139765	19	29489775	29526948	Autosomal
ENSG00000266258.1	3	-0.0207905188892103	0.094971516019628	-0.218913204301313	0.826717660390877	0	1	1.00448644099407	0.605171602606965	0.968289850989186	18	70335439	70352459	Autosomal
ENSG00000266289.1	2	-0.0798492744122731	0.10544379722817	-0.757268578250144	0.448888971832233	0	1	0.00013897823079988	0.990594034285126	0.840660362542767	8	103383078	103383854	Autosomal
ENSG00000266369.1	2	-0.0759039740632257	0.117934476284197	-0.643611405712384	0.519827452264417	0	1	0.611366060697676	0.434273927314401	0.874338753632023	17	20855946	20857317	Autosomal
ENSG00000266441.1	7	-0.138685096248329	0.0875409316220799	-1.58423144097942	0.113141060883624	38.0556576749472	1.61435243714834	9.27310620745368	0.158791299905561	0.520938758448966	18	6728821	6729862	Autosomal
ENSG00000266456.1	7	-0.00429794771255815	0.0394340025205584	-0.108990907284075	0.913209702306852	0	1	1.8260636841868	0.934980203678212	0.986091963013047	18	650229	652843	Autosomal
ENSG00000266490.1	13	0.100618577580547	0.0371909817065993	2.70545634891625	0.00682106122630199	22.802413803903	1.29537728998392	15.1865382482793	0.231393401295623	0.123744696947577	17	30792372	30792833	Autosomal
ENSG00000266509.1	2	-0.00717137875639156	0.114639264315138	-0.0625560430733205	0.950120033367261	0	1	0.000115804521010994	0.991413929767008	0.992206420135723	6	33698128	33698234	Autosomal
ENSG00000266513.1	2	-0.234913784748112	0.102557457654431	-2.29055780165357	0.0219890019105236	0	1	0.661499754983905	0.4160309721929	0.241408086872701	18	3770017	3771430	Autosomal
ENSG00000266610.2	2	0.0120709226158724	0.160022138394947	0.075432829088188	0.939870339773257	37.5188369455703	1.600482371189	1.600482371189	0.205834865102295	0.989966368692493	12	100158502	100158765	Autosomal
ENSG00000266677.1	2	-0.139363434289865	0.0815693531738938	-1.70852690216585	0.0875386190267584	0	1	0.279201741154879	0.597224901714421	0.471655087214371	17	18172625	18184753	Autosomal
ENSG00000266708.1	2	-0.056173385252138	0.0699402722038513	-0.80316223374728	0.421880970920662	0	1	0.24567226758825	0.620138988321863	0.827243406815156	18	8635179	8636347	Autosomal
ENSG00000266820.1	13	-0.015320823299725	0.0200358871196683	-0.764669076453583	0.444468624692337	11.037644833299	1.12407096026871	11.2776240470623	0.505288052506574	0.837991775758798	17	64749918	64758603	Autosomal
ENSG00000266933.2	13	-0.175787209972084	0.0484771505769187	-3.62618693302037	0.000287637165911908	0.000122339257688107	1.00000122339407	10.5684538525498	0.566218404981719	0.0151327426866075	19	490046	507833	Autosomal
ENSG00000266954.1	8	-0.0781964941928433	0.0464158113853731	-1.68469519025763	0.0920473949596125	0	1	1.4512184189557	0.983950591769268	0.477260307813808	18	13644815	13645685	Autosomal
ENSG00000266957.1	2	-0.105184068695477	0.109782844658326	-0.958110249582605	0.338007167600917	0	1	0.000927152579527615	0.975708822830641	0.781903825209328	18	47077361	47091280	Autosomal
ENSG00000266969.1	2	-0.0705553910438273	0.086026913752906	-0.820154855798763	0.412127833710716	0	1	0.570804512553425	0.449939401539303	0.822775318352399	18	12984694	12991173	Autosomal
ENSG00000266993.3	3	0.0689274131383974	0.0680485678283612	1.01291497144	0.311100776617767	0	1	1.71265849900205	0.42471825916365	0.760760292763029	1	51793934	51799154	Autosomal
ENSG00000266995.1	4	0.0746642039767328	0.0682199321350586	1.09446318165366	0.273751886718362	0	1	2.2441118956371	0.523312044559979	0.729970880265939	18	12040101	12040300	Autosomal
ENSG00000267009.6	2	-0.205803998100108	0.074274885696679	-2.77084234017623	0.00559114915446314	0	1	0.0101071396623879	0.919920176261093	0.110126358518253	17	68413623	68524949	Autosomal
ENSG00000267030.1	10	0.0061919727951605	0.0349899218801948	0.176964464692484	0.859536302062979	0	1	6.54604701670987	0.684265297715612	0.974811190209313	19	4447304	4448217	Autosomal
ENSG00000267042.1	5	0.0497727290270457	0.106658518201301	0.46665498327201	0.640746742075341	35.4116244767235	1.54826621957634	6.28706430232092	0.178711313203562	0.915415589406696	17	42679963	42682020	Autosomal
ENSG00000267049.1	13	0.0321494988478539	0.0416676220666582	0.771570280550744	0.44036898202046	22.3027326838264	1.28704655201154	15.3334779416892	0.223704110413279	0.836333903320827	19	35769144	35771028	Autosomal
ENSG00000267054.1	2	-0.185621173677722	0.145175750851837	-1.27859627099268	0.201039263809153	57.3048854171403	2.34218835051788	2.34218835051788	0.125912561225536	0.649466686303347	19	33178056	33178651	Autosomal
ENSG00000267056.2	6	0.00231284017741556	0.0414551976673407	0.0557913194860403	0.955508050221125	0	1	1.08577416280871	0.95535511696665	0.993386804408486	19	15910582	15911824	Autosomal
ENSG00000267058.1	12	0.0352756187625815	0.0308630872308078	1.14297116483438	0.253050563366608	8.99307124846381	1.09881743480231	12.2466820893097	0.345389524158795	0.709389833141438	19	43891804	43901805	Autosomal
ENSG00000267077.1	11	-0.0182564655544785	0.0452784704566682	-0.4032041137951	0.686798073609233	0	1	5.48337075955179	0.856642744802767	0.929429844147823	16	4795265	4796532	Autosomal
ENSG00000267088.1	2	-0.0603145797942763	0.091469806804132	-0.659393322251466	0.509643229132963	32.8875168673423	1.49003576283022	1.49003576283022	0.222210911122564	0.870687697558212	18	42089312	42089752	Autosomal
ENSG00000267092.2	7	0.0189852502641109	0.0475246377304302	0.399482272159532	0.689537883658699	0	1	2.66220545252166	0.84989091466169	0.930922803029623	19	1508375	1508963	Autosomal
ENSG00000267108.1	12	0.0413178167339508	0.0463730591721847	0.890987514550988	0.372935868425916	0	1	8.76551911243734	0.643525884629504	0.804496211327174	18	12432897	12437635	Autosomal
ENSG00000267113.1	2	-0.108857249016889	0.128272408710921	-0.848641185667709	0.396080982150611	51.5754567442732	2.06506852262718	2.06506852262718	0.150708154415092	0.814272798914077	19	35957121	35957382	Autosomal
ENSG00000267114.1	2	0.0814419098206719	0.156617842848825	0.520004032358455	0.603060764603419	21.4968433038915	1.27383412602257	1.27383412602257	0.259048630925365	0.903709677381872	19	44950044	44954007	Autosomal
ENSG00000267119.1	4	0.161604818577953	0.0832666461907708	1.94081094857241	0.0522812125222538	0.00817897491404362	1.00008179643925	2.99232783758223	0.392809586008816	0.377194514884481	19	9820141	9820455	Autosomal
ENSG00000267127.7	6	0.0864172108906657	0.0608480299794967	1.42021378374591	0.155545452009591	15.6995524626732	1.18623332285065	4.86313646895104	0.432810686706056	0.594991003643743	18	80034346	80097088	Autosomal
ENSG00000267138.1	2	0.118241467056765	0.148836321290753	0.79443959667465	0.42693956025994	71.1837091046394	3.47025924894796	3.47025924894797	0.0624815174701096	0.830050534831974	19	3754620	3756659	Autosomal
ENSG00000267139.1	2	-0.0940860615247188	0.109428144776902	-0.859797648187653	0.389900595912634	0	1	0.331835857169618	0.564580063297435	0.811261576004078	19	3118665	3119304	Autosomal
ENSG00000267150.1	2	-0.22358550701453	0.0967326292776617	-2.31137630274423	0.0208120787100904	0	1	0.60147043868702	0.438017536469594	0.234144669427196	18	14089935	14091019	Autosomal
ENSG00000267152.1	12	0.00658450022644085	0.0320011573372938	0.205758190462922	0.836979801510815	29.5953530663948	1.42036079087655	16.2770697178778	0.131152468700172	0.969685917466633	19	37728586	37730643	Autosomal
ENSG00000267159.2	2	0.0846788363973135	0.106805387826509	0.792833003283161	0.427875125264378	0	1	0.180055169054041	0.671325833419613	0.830721440926028	19	928259	928817	Autosomal
ENSG00000267160.1	2	-0.127962417342329	0.0936342025491217	-1.36662046408948	0.171744299473692	0	1	0.189899768180732	0.663000052670432	0.615872716851239	17	44673689	44676257	Autosomal
ENSG00000267199.1	3	0.101755970334365	0.0783084809235541	1.29942464895597	0.193798237121749	0	1	0.606575018429489	0.738386772848221	0.642554447076615	18	12438890	12448205	Autosomal
ENSG00000267205.1	2	0.11402603970844	0.0933954303024597	1.2208952765587	0.222125673126544	0	1	0.259010402667884	0.610800837862268	0.673120987072974	19	3753840	3756517	Autosomal
ENSG00000267207.1	2	-0.154673691346291	0.108010797053142	-1.4320206457711	0.15213791281497	0	1	0.759721375012438	0.38341573168523	0.589220034100044	17	61034636	61070122	Autosomal
ENSG00000267213.4	5	-0.0118240465647533	0.0628866998947367	-0.188021419227676	0.8508598605058	0	1	1.58908930473405	0.810751780105161	0.972800545077888	19	32390050	32405560	Autosomal
ENSG00000267219.1	11	-0.0701076099742657	0.0427319228659266	-1.64063784806107	0.10087261353325	0	1	6.6790237985566	0.755359672421402	0.496650175026526	19	34348356	34359412	Autosomal
ENSG00000267224.1	4	-0.0429847570388791	0.0786502185029801	-0.546530675401116	0.58470120760549	0	1	0.51304158655397	0.916017031058854	0.897669797907545	19	56535299	56535763	Autosomal
ENSG00000267244.5	11	-0.0284235358834274	0.0271370190347411	-1.04740818610324	0.294911357785268	0	1	7.8115360628509	0.647239844310763	0.747424694476541	19	1822089	1824542	Autosomal
ENSG00000267247.1	2	0.0971235737308169	0.0755278377195066	1.28593081257684	0.198467209019228	8.60739868881778	1.0941804759393	1.0941804759393	0.295546803258723	0.647298442992728	18	12230411	12231573	Autosomal
ENSG00000267249.1	11	-0.0476301114698356	0.047068383209598	-1.01193430115787	0.311569467347234	42.878803822325	1.75066361861455	17.0459478595032	0.0733534337040133	0.761349005285228	18	12670426	12671145	Autosomal
ENSG00000267251.2	10	-0.0223474903763603	0.033701433394732	-0.663102073867683	0.507265182533512	0.0380954094266377	1.0003810992756	9.20069129141836	0.418958812259408	0.869446485801099	18	80183680	80202992	Autosomal
ENSG00000267264.1	10	-0.0705716544703765	0.0351529043280807	-2.00756255618978	0.0446897968681263	0	1	7.58235521456852	0.576719004639863	0.349931870899839	19	27803538	27804060	Autosomal
ENSG00000267272.5	6	-0.059401413370301	0.0323816962928998	-1.83441326955208	0.0665926713502322	0	1	2.74216455206065	0.739662387684026	0.422373313970128	1	87129765	87169198	Autosomal
ENSG00000267274.1	2	0.0523460730406171	0.11512205724811	0.454700639407454	0.649324620810874	0	1	0.315278276594687	0.574459141674383	0.917535893359556	19	11939959	11953381	Autosomal
ENSG00000267283.1	12	0.080828079982386	0.0305508483035473	2.64569020078571	0.00815244410518704	0	1	10.7896058333623	0.461054200131856	0.138709500043319	19	1989401	1990370	Autosomal
ENSG00000267296.2	13	0.02858052500341	0.0387751271918098	0.737083978139649	0.461071281792417	48.30710584932	1.93450186225808	23.1872578991978	0.0261775995329067	0.845306204949183	19	33302857	33305054	Autosomal
ENSG00000267299.1	2	0.0384136787073129	0.108802660093318	0.353058267825127	0.724044758194495	0	1	0.0664285488182452	0.79660960770769	0.941131748189998	19	6109322	6125797	Autosomal
ENSG00000267309.1	11	0.0226403080856959	0.0284146689769694	0.796782397994721	0.425577419578712	0	1	7.80501018569536	0.647876570396186	0.829641675923388	19	36489649	36491040	Autosomal
ENSG00000267317.2	13	0.0633042776538592	0.0329248254125327	1.92269136922326	0.0545188214014248	0	1	9.41763064516228	0.666905693718364	0.386366635043348	19	1457670	1458580	Autosomal
ENSG00000267319.1	7	-0.0373046976001633	0.0838183948972561	-0.445065759680689	0.656272232331963	45.1413687049515	1.82286720684236	10.9477577191177	0.0900045250225112	0.920095428692757	19	37693280	37693564	Autosomal
ENSG00000267340.1	8	0.0138001236103362	0.0473242188541548	0.291608059139145	0.770586312832049	11.1427575926081	1.12540066842859	7.3050050889757	0.397828501239572	0.955504163728842	17	43169880	43170077	Autosomal
ENSG00000267342.1	9	0.0179058518088481	0.0374932776855421	0.477574992483328	0.632952733406414	0	1	6.22680788787532	0.621842470178744	0.912513555961852	17	75897060	75900148	Autosomal
ENSG00000267344.1	4	0.0330460461364121	0.065123912623121	0.507433365185736	0.611850779863777	15.9844561155793	1.19025593808652	3.94700711833268	0.267243554195638	0.905814632037665	17	45396932	45397477	Autosomal
ENSG00000267355.2	12	0.0040978369302222	0.0397088655747105	0.103197028444751	0.917806598279214	0	1	6.97039214046666	0.801476110614509	0.987052043263319	17	78845953	78846868	Autosomal
ENSG00000267368.1	13	-0.0383007423773319	0.0459338840675122	-0.833823290907398	0.404380568609609	0	1	4.4025731508506	0.975028975862919	0.818703637049079	7	102637025	102642791	Autosomal
ENSG00000267369.1	4	-0.00285616538927673	0.16014023257076	-0.0178354017814649	0.985770162709085	74.8552322043769	3.97697050984129	12.9903304433452	0.00465756313772082	0.997000527172667	17	35498218	35499175	Autosomal
ENSG00000267370.1	13	0.0149369466586252	0.0348262303246714	0.428899324427992	0.667996491882069	16.5037916151459	1.19765917440318	14.8471638429281	0.249901269101507	0.923489790865523	19	9756152	9756863	Autosomal
ENSG00000267372.2	12	0.0443683957732425	0.0245712952605874	1.80570032237616	0.0709651622875333	11.0991941729662	1.12484919646916	10.9124167588983	0.450629690815677	0.433201686855684	19	1321225	1322846	Autosomal
ENSG00000267388.1	8	-0.0520698152010458	0.0449537750305089	-1.15829683192807	0.246742923794756	0	1	6.4926117622973	0.48354424583219	0.701931716654061	19	35960512	35964063	Autosomal
ENSG00000267395.5	7	-0.042248335072478	0.0502050849605658	-0.841515059792499	0.400059451887027	22.6961132171932	1.29359601647147	7.59540645319744	0.269267847422457	0.816489524960199	19	45767796	45772504	Autosomal
ENSG00000267414.1	2	0.0427349857592498	0.0899053122878672	0.475333266430541	0.634549451522382	53.4829507246451	2.14974942645343	2.14974942645343	0.142593159739715	0.913455155615598	18	44676927	44679717	Autosomal
ENSG00000267417.1	2	-0.168900022169966	0.206364606328691	-0.818454410253605	0.413097763947425	70.066277040125	3.34071375398397	3.34071375398397	0.0675852857539637	0.823057711261993	19	13013662	13014511	Autosomal
ENSG00000267421.6	2	0.156064990299902	0.103013307428885	1.51499834531223	0.129772823155779	0	1	0.228925699451846	0.63232155274221	0.554599888954753	19	56536156	56538575	Autosomal
ENSG00000267457.1	3	-0.0254784491492238	0.0904088364015333	-0.281813704979746	0.778086361633702	0	1	0.870514101187487	0.64709830869323	0.957110941071643	17	35073831	35074374	Autosomal
ENSG00000267466.1	6	0.0354382132239637	0.0456133485195706	0.776926368577366	0.4372022131086	18.2531670436601	1.22328898115734	5.09484028474991	0.404415832709121	0.834641100585381	17	77563368	77568695	Autosomal
ENSG00000267472.1	2	-0.160374028179079	0.0927933026046234	-1.72829313837881	0.0839356826244555	0	1	0.292100352856912	0.588877708065978	0.46295543741121	17	68198921	68199596	Autosomal
ENSG00000267481.1	11	-0.0258910535665891	0.0267650876830263	-0.967344246101931	0.333371971727715	0	1	6.99840278857501	0.725595731273056	0.778130337747919	19	19788755	19790531	Autosomal
ENSG00000267500.1	2	-0.000644213730539622	0.0845174033494202	-0.00762226127412185	0.99391837430029	0	1	0.0651082765304667	0.798597025534763	0.998223199126739	19	11648364	11652877	Autosomal
ENSG00000267505.1	2	-0.0876779901143863	0.123840673725618	-0.70799025454792	0.47895130943149	18.8792926106534	1.23273086759513	1.23273086759513	0.266876605993958	0.855080780331697	17	44793199	44794474	Autosomal
ENSG00000267510.1	11	-0.0199408471568508	0.0429150797349301	-0.464658280492958	0.642176189105774	17.4443172035423	1.21130365121625	11.4356390908256	0.324599331322029	0.915829816931049	19	9291515	9294482	Autosomal
ENSG00000267523.1	13	-0.0429569714835692	0.0223481155484541	-1.92217421600636	0.0545838400379505	0.0940591498750172	1.00094147704405	13.6506208596695	0.323573037751636	0.386559177211069	19	55661901	55674715	Autosomal
ENSG00000267541.1	12	0.0691672790425788	0.0424726380427586	1.62851384397046	0.103415976187387	0	1	5.45772766990876	0.906992288694694	0.501845464539483	18	47853233	47853457	Autosomal
ENSG00000267543.1	10	0.0109061045897318	0.044507102677541	0.245041890701082	0.806423995814043	25.3576901554877	1.33972274181105	12.7448077331811	0.174497484735225	0.963452523568776	17	76549951	76550826	Autosomal
ENSG00000267546.2	3	-0.0428616639990271	0.0770993400584148	-0.555927767560043	0.578260234994393	0	1	0.151797195641736	0.926910192507492	0.896017573212466	17	76545668	76557683	Autosomal
ENSG00000267565.1	13	-0.00721528462782055	0.0302091050301254	-0.238844699987811	0.811226007543107	0	1	11.0090319445224	0.528144805092216	0.964013646475487	19	19892433	19895847	Autosomal
ENSG00000267571.1	7	-0.00819799325198808	0.0676957168062673	-0.121100619636678	0.903611338390363	29.6818499785329	1.42210794751386	8.4934572480027	0.204132886871569	0.983365034700977	19	5911578	5913899	Autosomal
ENSG00000267577.1	4	-0.0251474048797431	0.0397810271789043	-0.632145690121312	0.527291681738676	0	1	1.51800533265901	0.678120987379705	0.876191355776236	19	55158939	55177540	Autosomal
ENSG00000267594.5	2	0.182846194479388	0.135474740465962	1.34967001118063	0.177121855863212	0	1	0.154374603269839	0.694389400123345	0.623071310647321	19	15760241	15779909	Autosomal
ENSG00000267612.1	12	0.00330678320788331	0.0352836556357807	0.0937199717063882	0.925331604976723	7.98443367366388	1.0867726406785	8.74021771055469	0.64585739706213	0.987717060118464	19	9730853	9731943	Autosomal
ENSG00000267632.1	10	0.00560589347586927	0.0262143545852071	0.213848235616402	0.830665408334805	0	1	6.86220953371296	0.651462845131741	0.968540207344309	17	42509784	42511519	Autosomal
ENSG00000267636.1	2	-0.0213700883835509	0.0702435269145836	-0.30422857909081	0.760953753141593	2.56981719683923	1.02637598660808	1.02637598660808	0.311011366669741	0.952827418313477	19	31421997	31427302	Autosomal
ENSG00000267649.1	2	0.00598888571756547	0.0811772976503446	0.0737753767483297	0.941189120128106	0	1	0.0106337146027268	0.917867808120682	0.990254818736532	19	55216660	55221616	Autosomal
ENSG00000267651.1	6	0.0253081877493248	0.0339448491895329	0.745567835874453	0.455928518635367	16.1935493850262	1.19322557233002	5.80409465333992	0.325750521955706	0.843000887555053	18	37234119	37236242	Autosomal
ENSG00000267653.1	2	0.135035059722032	0.0882999873119404	1.52927609428741	0.126196013360199	0	1	0.108897195529987	0.74140317284061	0.548626666269328	17	69477139	69501755	Autosomal
ENSG00000267655.1	5	0.125151323775049	0.0674384194981646	1.85578672671081	0.0634839632353847	0	1	3.90558149992906	0.41893478738691	0.412202466060997	18	79117207	79117920	Autosomal
ENSG00000267666.2	2	0.0504039675875105	0.0761666251407819	0.661759235023827	0.508125535396943	0	1	0.279133031100384	0.597270022597626	0.86974682808821	19	663482	669500	Autosomal
ENSG00000267681.1	8	0.0308633292652471	0.0822718756891778	0.3751382718178	0.707557635161333	59.5078040123517	2.46961167604997	17.4647794023857	0.0146329150827737	0.935000350199601	17	43144956	43145255	Autosomal
ENSG00000267682.1	2	-0.07980161651726	0.107751546141821	-0.740607623506638	0.458931384308693	0	1	0.167020603478267	0.682773380522095	0.844528372155688	19	37337236	37337743	Autosomal
ENSG00000267692.1	8	-0.126486669251639	0.0476040894910469	-2.65705469013177	0.00788266540987577	0	1	2.25531505829555	0.944369280369275	0.1362059177824	19	30037285	30037411	Autosomal
ENSG00000267707.2	12	0.0395398406841362	0.0398768587576257	0.991548530050026	0.321417807597166	38.0554462187472	1.61434692633567	17.795008923099	0.0864606376599386	0.767716225744629	18	37243776	37247506	Autosomal
ENSG00000267731.1	5	-0.0297456218446815	0.0408748493819161	-0.727724316895993	0.466782361722951	0.0072349771704263	1.00007235500657	4.2164369401726	0.377506026104113	0.848587157912634	17	68189884	68192802	Autosomal
ENSG00000267741.1	2	0.0838402703544673	0.0997850882428593	0.840208410202683	0.400791543728684	0	1	0.0215525724162404	0.88328361423742	0.816813217729127	19	9774497	9774960	Autosomal
ENSG00000267746.1	6	0.0264758343117814	0.0610771803776287	0.433481607174501	0.664664925373212	17.0039009919053	1.20487590615852	6.09573002234458	0.297015129870431	0.922549811488938	18	34222965	34224761	Autosomal
ENSG00000267765.1	13	-0.0173906799320482	0.0295998802030427	-0.587525348506665	0.55685093124995	27.6666390153083	1.38248795076954	16.7170306911035	0.160555254714441	0.888854497251267	17	42683187	42699466	Autosomal
ENSG00000267769.1	13	0.0979301790418777	0.0373171117738659	2.62427005699998	0.00868349038692142	0	1	4.07695013225123	0.982007441680829	0.144426239447032	19	4454014	4455286	Autosomal
ENSG00000267778.1	11	-0.0776975954212684	0.0431676362769868	-1.79990386600551	0.0718758191274166	35.7998547355067	1.55762887432758	15.6802762740103	0.109157970977209	0.435867949727067	19	1238179	1239522	Autosomal
ENSG00000267786.1	2	0.0322480179063888	0.0836996828718546	0.385282438354766	0.700028171312184	0	1	0.0982762817002193	0.753908051528517	0.932799968316429	19	35947115	35959192	Autosomal
ENSG00000267800.1	2	0.0221983309097269	0.080814964635359	0.274680945662561	0.783561371431092	0	1	0.00729476577404253	0.931935919581097	0.958379391811156	18	47137018	47137290	Autosomal
ENSG00000267809.1	7	0.064922241982979	0.0519213155300802	1.25039670740559	0.211154666772878	0	1	2.3655252909762	0.883203535647648	0.662596782000216	19	53223973	53224879	Autosomal
ENSG00000267811.1	13	-0.0717901549868735	0.048687448479654	-1.4745105202396	0.14034418728087	27.2946313079044	1.37541424792846	13.8668397778184	0.30929240760858	0.568121654455372	11	62771120	62771606	Autosomal
ENSG00000267834.1	13	-0.0676850685807322	0.0289628759291382	-2.3369595183273	0.0194412890927545	0	1	9.93048870882906	0.622058890144112	0.226449331868048	9	129004502	129004998	Autosomal
ENSG00000267838.2	13	0.0523372344470857	0.0403506529467362	1.2970604098073	0.194610402112886	23.8950049130449	1.31397419953504	15.1409523514391	0.233818539576682	0.644146234017552	19	54438665	54439544	Autosomal
ENSG00000267868.1	8	-0.0103783839810018	0.0343598403504996	-0.302049831289477	0.762614076018457	0	1	5.57978215359623	0.589578890885058	0.953541848005566	13	112964835	112966131	Autosomal
ENSG00000267890.1	13	0.0359709977752235	0.0271912493018035	1.32288874909612	0.185872377382536	0	1	6.41121938923055	0.89395149679325	0.634247909546967	19	50075123	50075902	Autosomal
ENSG00000267904.1	13	-0.0307266333587752	0.0262957245002749	-1.16850301494655	0.242603923824388	0	1	4.63549486571422	0.969059974525746	0.697259580951289	19	16639967	16640668	Autosomal
ENSG00000267905.5	2	-0.0383970127569792	0.101163686239474	-0.379553317838638	0.704277018916994	0	1	0.941392952310652	0.331919867258148	0.934199053901327	19	51340695	51344117	Autosomal
ENSG00000267919.1	3	0.0454611346998473	0.0731477546525913	0.62149733666824	0.534272446316752	0	1	0.555897242129078	0.757335731618424	0.879211501691637	2	219645090	219645631	Autosomal
ENSG00000267934.1	11	-0.00953715726381923	0.0379087465714618	-0.251581973195572	0.801364193842365	0	1	5.95929686297559	0.818671268237189	0.962561461385278	19	23323968	23329101	Autosomal
ENSG00000267939.1	13	-0.00971047745047729	0.0505129921284695	-0.192237225341565	0.847556388045268	0	1	9.36189802640327	0.67174805452327	0.971774253519706	19	8008729	8016025	Autosomal
ENSG00000267940.1	10	-0.0166722573447969	0.0369083441563889	-0.451720545201182	0.651470315459987	41.9388646504502	1.72232250365003	15.4012447716488	0.0804878231818904	0.918348224485931	11	6201901	6203253	Autosomal
ENSG00000267980.1	13	0.0409392979885879	0.0448557531671658	0.912687784686564	0.361406770199216	29.7635917249151	1.42376300918385	16.3655318879801	0.175061710128201	0.798016804707613	19	4363789	4364640	Autosomal
ENSG00000268001.1	2	-0.0045361464316718	0.0956150691639304	-0.0474417523444412	0.962161152906546	0	1	0.737579817823806	0.390437253396818	0.993920344745974	19	48255675	48258199	Autosomal
ENSG00000268006.1	12	0.0155717609429925	0.0363413699541189	0.428485799039824	0.668297470400874	48.5196581738251	1.94248904441337	21.3474071028317	0.029945349791699	0.923650399464519	19	49838639	49851676	Autosomal
ENSG00000268030.1	12	-0.0225409881892811	0.028628468964466	-0.787362684929438	0.431069584090272	0.0246773254526931	1.0002468341666	10.3843208447496	0.49618415425436	0.831813583119584	19	18557775	18561560	Autosomal
ENSG00000268049.1	11	0.0323418346269024	0.0245919239203046	1.31514047992801	0.188462694238842	0	1	2.39562087900328	0.992311045618827	0.637191849019437	19	58357999	58359603	Autosomal
ENSG00000268069.2	12	-0.0473797045892748	0.0291297292017781	-1.62650686729977	0.103841873671625	0	1	10.2495373650006	0.508090724545869	0.502107879490689	12	47784923	47786002	Autosomal
ENSG00000268087.1	13	0.0185819322415205	0.0269079578673774	0.690573856741793	0.48983338135328	5.03222770616173	1.05298879382567	13.1834648572972	0.355847961374599	0.861006758434331	19	16610411	16636531	Autosomal
ENSG00000268093.1	2	0.120184474878014	0.0779100306680865	1.54260592439021	0.122926419727017	0	1	0.433943463113002	0.510060267951848	0.540952010385763	19	48619272	48624132	Autosomal
ENSG00000268189.2	11	0.0138905655131841	0.0348531483002009	0.398545502791896	0.690228123883044	0.00724870576757383	1.00007249231243	10.4374678899945	0.402986350966401	0.930922803029623	19	15379076	15381194	Autosomal
ENSG00000268201.1	12	0.0158878797311613	0.0423232140866073	0.375393978790208	0.707367482265691	0	1	9.85362389453448	0.543599980628339	0.93498781523674	19	58266635	58267685	Autosomal
ENSG00000268205.1	13	0.00475364841862715	0.0201989998225976	0.235340782235614	0.813944244196434	0	1	9.75976191881329	0.637027370873665	0.964796877861747	19	57304305	57308562	Autosomal
ENSG00000268218.1	8	0.0249628947301465	0.0418312224695422	0.596752694672557	0.55067250542786	50.4930595792647	2.01991880633602	14.2221594510776	0.0473682020406433	0.886384137206684	16	89268104	89273044	Autosomal
ENSG00000268231.1	2	-0.0710558633342682	0.0731272585771999	-0.971674102335657	0.331212704494865	0	1	0.0171174855171144	0.895906777333451	0.77684789178312	19	50555370	50557969	Autosomal
ENSG00000268278.1	2	-0.0764986283940133	0.129855830851111	-0.589104300458595	0.555791308743763	0	1	0.212054259161368	0.645162039414565	0.888854497251267	19	21637974	21656300	Autosomal
ENSG00000268297.1	12	0.0582013965759449	0.0417238381193138	1.39491952800487	0.163040107633358	0	1	4.49789668767571	0.95303126787064	0.603864956358983	19	7787549	7790621	Autosomal
ENSG00000268307.1	2	-0.0540946358823248	0.105699345027242	-0.511778345157987	0.608806147527236	0	1	0.244979237494315	0.620632751736247	0.905076870875932	19	58400221	58400679	Autosomal
ENSG00000268357.1	13	0.0263721072736848	0.034997300823205	0.75354689228487	0.451121343968626	0	1	3.94173939295645	0.984464868294192	0.840924126171609	19	21123817	21124188	Autosomal
ENSG00000268433.1	3	-0.080434577686813	0.0981259278454219	-0.81970769044367	0.412382764844839	0	1	0.377562040508767	0.827967795021906	0.822922678561446	19	21677550	21678221	Autosomal
ENSG00000268458.1	2	0.131108399678596	0.195922811063687	0.669183945283315	0.503378146264456	64.856371423486	2.84546599342416	2.84546599342416	0.0916320233073011	0.867297197439728	19	52142626	52144156	Autosomal
ENSG00000268471.6	13	0.0489933983090415	0.0331926281869807	1.47603251038308	0.139935164930338	43.8077430127721	1.77960461746054	20.97990090274	0.050675546861842	0.56719848276847	4	152536264	152539263	Autosomal
